Unnamed: 0,OID,PID,NID,Source,Yr_Comp,floors_no,Orig floors_no,socio_eco,label,WIAAM,NOUR,ARAM,NAIM,DAVID,ulabel,IMGAVAL,final_label
7924,79_3_1,-999,LIBRISUSJ_fqjy5ACmSSjL2BunhCJKXD,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7925,79_3_3,-999,LIBRISUSJ_3YDYgEEzJk84MKATyCPhHn,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7926,79_3_4,-999,LIBRISUSJ_QotQthy6SroDP9ksFeYtLH,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7927,79_3_5,-999,LIBRISUSJ_Nia8vxo8EociXNxcbJ84Rt,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7928,79_3_6,-999,LIBRISUSJ_CN5ZTRLy4WB2H6nT6bfmJG,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7929,79_3_7,-999,LIBRISUSJ_JMmG3BTqgCWmbuvdCByuqA,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7930,79_3_8,-999,LIBRISUSJ_M8CRAsMd7e9YaAsDCiVfhT,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,0,
7931,79_3_9,-999,LIBRISUSJ_8C8bPbZMqpSDWF2qmrTCmC,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7932,79_3_10,-999,LIBRISUSJ_NhocrADLWwNXr6dt3BKxjy,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,pre1935,,pre1935,1,pre1935
7933,79_4_3,-999,LIBRISUSJ_a2y99s7M6ydpniDhYTHnde,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,0,
7934,79_4_4,-999,LIBRISUSJ_REGiq6FSwXsLMJAuVSqQoa,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7935,79_4_5,-999,LIBRISUSJ_Gvv27X7dJn5cxUVkjEu7Yi,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7936,79_4_7,-999,LIBRISUSJ_Que3vja6yHmxPj7ssK7ZW9,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,post1990,,post1990,1,post1990
7937,79_4_11,-999,LIBRISUSJ_fwdcFaSxo984mGx2DCy5Sp,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7938,79_4_13,-999,LIBRISUSJ_GByqEbDdvzHwczegARjPgU,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7939,79_4_14,-999,LIBRISUSJ_SsdrdWaaW2mvudWLkqBHgq,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7940,79_4_15,-999,LIBRISUSJ_KSSiB62vAYnb5QtaPMq7T2,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7941,79_5_1,-999,LIBRISUSJ_7QB2u6EguNJwrZjwwrRJLV,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,pre1935,,pre1935,1,pre1935
7942,79_5_8,-999,LIBRISUSJ_Q2ZvLVYX5PZmxkmbcgRaZh,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7943,79_5_9,-999,LIBRISUSJ_g7XWdyqWJLnWtPWY4fi9iD,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7944,79_5_10,-999,LIBRISUSJ_KjKgMY5ouRwvaNHTwJYCA7,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7945,79_5_11,-999,LIBRISUSJ_3nGszegzb8jLZq7MMQmBqg,LIBRISUSJ,-999,3,3.0,Approximately 50% low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7946,79_5_14,-999,LIBRISUSJ_9hZAQdnCs3oZ3r3cYHNkJs,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7947,79_5_15,-999,LIBRISUSJ_74PEN4SA7eSbNrHwDJXqT8,LIBRISUSJ,-999,6,6.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7948,79_6_1,-999,LIBRISUSJ_fQjiB8NrtKemLUopC6GVwG,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7949,79_6_4,-999,LIBRISUSJ_cmSire42A87q3PpF3yma6b,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1972-1990,,1972-1990,1,1972-1990
7950,79_6_6,-999,LIBRISUSJ_3FvCZ4jyjXALBFbH2pWUNw,LIBRISUSJ,-999,3,3.0,Approximately 50% low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7951,79_6_7,-999,LIBRISUSJ_gu8mPS6MjqH8ZyZHuinoAC,LIBRISUSJ,-999,6,6.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,0,
7952,79_6_8,-999,LIBRISUSJ_MZUNM7z9SxjgzMLmZVvWfa,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7953,79_6_9,-999,LIBRISUSJ_F6iBHCya58jia5bqxNE2HC,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7954,79_6_10,-999,LIBRISUSJ_ZA2h8R3jWTmom3vQBLpxB6,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7955,79_6_11,-999,LIBRISUSJ_EY55qNqgeP4g47ts9PrEbx,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7956,79_6_12,-999,LIBRISUSJ_gYZQRE3qEVZ2rTXxLCEwy2,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7957,79_6_13,-999,LIBRISUSJ_C9PAVPPKdRme8gX9smdDaF,LIBRISUSJ,-999,1,1.0,Majority low-income zone,-999,-999,-999,-999,-999,,-999,0,
7958,79_7_2,-999,LIBRISUSJ_E69qcXWih4oqB3doodx4x5,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7959,79_7_5,-999,LIBRISUSJ_PZjZpgxmDAm9KRuakm3J9g,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7960,79_7_7,-999,LIBRISUSJ_eZkcdoYPKnRb5JH5CjcScn,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,-999,,-999,0,
7961,79_7_8,-999,LIBRISUSJ_MpSpbS6QdnW4kTnvZdCNnF,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7962,79_7_11,-999,LIBRISUSJ_7EpW5Q8tnuYg3voDCjGHAd,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1972-1990,,1972-1990,1,1972-1990
7963,79_7_12,-999,LIBRISUSJ_Hzpsdd9MVvrwDCUCC5zVkT,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7964,79_7_14,-999,LIBRISUSJ_AKxeBhYACnkeVCxFrh94C3,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7965,79_7_15,-999,LIBRISUSJ_8VoqpyinR7odTuvaBeK4db,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7966,79_7_16,-999,LIBRISUSJ_ZLm6WDaLrbyiraxkALcLUW,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7967,79_8_1,-999,LIBRISUSJ_9AjiKBFkKAGGidYcTXvZRD,LIBRISUSJ,-999,8,-999.0,Approximately 50% low-income zone,-999,-999,-999,-999,1972-1990,,1972-1990,1,1972-1990
7968,79_8_3,-999,LIBRISUSJ_DEeJn88anmaEwjPFB9GKEW,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7969,79_8_4,-999,LIBRISUSJ_gd3JfQtoQLc3didcJEhrCJ,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7970,79_8_5,-999,LIBRISUSJ_L7n8YSXfhNmWDupQj2mbkh,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7971,79_8_8,-999,LIBRISUSJ_8BSVjX6KFPuT7bY2hFtBbL,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7972,79_9_1,-999,LIBRISUSJ_Myaitmh2CbV7JFMxu8naFe,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7973,79_9_2,-999,LIBRISUSJ_54ZHK7sJtvz97tEqVgALoG,LIBRISUSJ,-999,6,6.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7974,79_9_3,-999,LIBRISUSJ_fQxMuKbDoS2Cw9PRgTWxZm,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7975,79_9_6,-999,LIBRISUSJ_fRaUdE2ubyTLhZYitPD8Wy,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7976,79_9_7,-999,LIBRISUSJ_USNaaapHdMpppmGWP7gd2S,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7977,79_9_8,-999,LIBRISUSJ_R7cmhtiNy26eFSpetbpPNG,LIBRISUSJ,-999,7,7.0,Majority low-income zone,-999,-999,-999,-999,-999,,-999,0,
7978,79_10_2,-999,LIBRISUSJ_myoiGpkFRDSvLr7vtWekTP,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,pre1935,,pre1935,0,
7979,79_10_3,-999,LIBRISUSJ_L7i8u6r5AiQ84TiTS5wFTJ,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7980,79_10_4,-999,LIBRISUSJ_EksSbEAv5qtFwEzKm7KYYH,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,0,
7981,79_10_5,-999,LIBRISUSJ_mtaPaqANa8MWXkFVcqEinP,LIBRISUSJ,-999,6,6.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
7982,79_10_6,-999,LIBRISUSJ_UZkxXtnbj5wvsHu3dwhN9V,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7983,79_10_7,-999,LIBRISUSJ_fEgugKvSjt9Q9tLbWpt3He,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7984,79_10_8,-999,LIBRISUSJ_XpXk5bZB5cmxWfBg9wyTmE,LIBRISUSJ,-999,1,1.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7985,79_10_12,-999,LIBRISUSJ_W74tSctufxzHhZX9spuRnj,LIBRISUSJ,-999,1,1.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,0,
7986,79_10_13,-999,LIBRISUSJ_5wCpS9dWJWyeBNDqiG5XzM,LIBRISUSJ,-999,7,7.0,Majority low-income zone,-999,-999,-999,-999,post1990,,post1990,1,post1990
7987,79_10_14,-999,LIBRISUSJ_kz6KKmdeeNF92cJKfgaqkH,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7988,79_11_2,-999,LIBRISUSJ_aR7uu7p9epEtm3LyMvAoQD,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
7989,79_11_3,-999,LIBRISUSJ_MncfdqjMB645yMA98zMZfB,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,post1990,,post1990,1,post1990
7990,79_11_4,-999,LIBRISUSJ_8H6xxcjMBVerC2CjKuuzFd,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7991,79_11_5,-999,LIBRISUSJ_VZ8hcRzqhsgDmTcW2yErsr,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
7992,79_11_6,-999,LIBRISUSJ_5pwGsoVYcSBiwZvZYFoH2s,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7993,79_11_7,-999,LIBRISUSJ_VRSmgVJRjCJxPMFo2bgdJ5,LIBRISUSJ,-999,6,6.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7994,79_11_8,-999,LIBRISUSJ_XmGX7Zt7JL6fLywUp8Rjhi,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,0,
7995,79_11_12,-999,LIBRISUSJ_RsuyYE5EMd8L9Cqdj5R7M4,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7996,79_11_15,-999,LIBRISUSJ_Z4jD7Et6tSNBe3fTevLFMw,LIBRISUSJ,1950,4,4.0,Majority low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7997,79_11_17,-999,LIBRISUSJ_bv28nYXvDaxvgWXkmxVnyC,LIBRISUSJ,1940,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,pre1935
7998,79_11_18,-999,LIBRISUSJ_czx8zo7vZwiM8mQdKsD2Ke,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
7999,79_11_19,-999,LIBRISUSJ_4jWALeUtburxW7R4PabkGX,LIBRISUSJ,1940,3,3.0,Majority low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8000,79_11_20,-999,LIBRISUSJ_bNaH5MwbMWBwR4QPbnL5fF,LIBRISUSJ,-999,12,12.0,Majority low-income zone,-999,-999,-999,-999,post1990,,post1990,1,post1990
8001,79_11_21,-999,LIBRISUSJ_LGaGKPtULcVsv5iR8pXEes,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,pre1935,,pre1935,1,pre1935
8002,79_11_22,-999,LIBRISUSJ_JE98oyju8HxgJ9QpaMUMdt,LIBRISUSJ,1950,7,7.0,Majority low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8003,79_11_23,-999,LIBRISUSJ_LDbr9hGTTkxHACegy2Jwmf,LIBRISUSJ,1930,2,2.0,Majority low-income zone,pre1935,-999,-999,-999,pre1935,,pre1935,1,pre1935
8004,79_11_24,-999,LIBRISUSJ_GKSfTQ73kjpSKighxz8uFV,LIBRISUSJ,2010,9,9.0,Majority low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
8005,79_11_25,-999,LIBRISUSJ_Lnik4yrF5kLq7CkNC5VWP5,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,-999,,-999,0,
8006,79_11_26,-999,LIBRISUSJ_TTrj6a3xTNEsPUf7yqudri,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
8007,79_11_27,-999,LIBRISUSJ_DqrqBmruesMBsPera7JfYL,LIBRISUSJ,1920,2,2.0,Majority low-income zone,pre1935,-999,-999,-999,pre1935,,pre1935,1,pre1935
8008,79_11_28,-999,LIBRISUSJ_4cwiXtedU5g54QMWNYivcP,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8009,79_11_30,-999,LIBRISUSJ_oHVZiPf6XnvJzvBh62LXaU,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8010,79_11_31,-999,LIBRISUSJ_USqdReEAj7i89ZT8EyQ3Cq,LIBRISUSJ,1930,2,2.0,Majority low-income zone,pre1935,-999,-999,-999,pre1935,,pre1935,0,
8011,79_11_33,-999,LIBRISUSJ_GsokqLyEhznaZjUoVtCHoV,LIBRISUSJ,1930,2,2.0,Majority low-income zone,pre1935,-999,-999,-999,pre1935,,pre1935,0,
8012,79_11_34,-999,LIBRISUSJ_AReNjGZ4hn7Bd3vRFPHQqA,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8013,79_11_35,-999,LIBRISUSJ_385YuGxdQ6zbnYrbrUJEGJ,LIBRISUSJ,1950,4,4.0,Approximately 50% low-income zone,1935-1955,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8014,79_11_36,-999,LIBRISUSJ_aU6hb8zTsLgTZ66vJHQh3v,LIBRISUSJ,1930,2,2.0,Majority low-income zone,pre1935,-999,-999,-999,pre1935,,pre1935,1,1935-1955
8015,79_11_37,-999,LIBRISUSJ_XzJRYhc87pT2sNUUtArAjq,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8016,79_11_39,-999,LIBRISUSJ_V6EU7jxMQiFZDWRf5v3Z8e,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8017,79_11_41,-999,LIBRISUSJ_VByJ7yT6mferv5yJuE9C7j,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8018,79_13_2,-999,LIBRISUSJ_P74ThUL5Ht5h8xXctV2Ra5,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,0,
8019,79_14_1,-999,LIBRISUSJ_QZ6qMP2rZm4ppLGnQEhs2r,LIBRISUSJ,2008,6,6.0,Majority low-income zone,post1990,-999,-999,-999,post1990,,post1990,1,post1990
8020,79_14_2,-999,LIBRISUSJ_DXGtEWuRrKUXXHtAwBLGmK,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8021,79_14_3,-999,LIBRISUSJ_2p8ao2gJQcnTYneP5FmkxG,LIBRISUSJ,-999,6,6.0,Approximately 50% low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,0,
8022,79_15_1,-999,LIBRISUSJ_AbJw6TJDjB28Hrkfwj6VXj,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8023,79_15_2,-999,LIBRISUSJ_fmVuh9LkwVyuyeEwXdMDff,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8024,79_15_3,-999,LIBRISUSJ_85qoL8u8qRDMr9Dsk8uqh3,LIBRISUSJ,-999,-999,-999.0,Approximately 50% low-income zone,-999,-999,-999,-999,pre1935,,pre1935,1,pre1935
8025,79_16_1,-999,LIBRISUSJ_FoqNFKufXoYprX5CDH9CeC,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,pre1935
8026,79_16_4,-999,LIBRISUSJ_78tFPZt5XNFCYfy85pd4BN,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8027,79_16_5,-999,LIBRISUSJ_KtANaQWEMfYNsZTzabLoF2,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,0,
8028,79_16_6,-999,LIBRISUSJ_fp6u4MLJGqPqUFgP3PX3io,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8029,79_16_7,-999,LIBRISUSJ_9K7pQjkhVHzV9zNcsg69KQ,LIBRISUSJ,-999,-999,-999.0,Approximately 50% low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8030,79_16_8,-999,LIBRISUSJ_Rp2WCWx29p6xirLmcdykbu,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,pre1935,,pre1935,0,
8031,79_17_6,-999,LIBRISUSJ_kQAcBKUaUhzeP2j7w3EoQ9,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,pre1935,,pre1935,1,pre1935
8032,79_17_7,-999,LIBRISUSJ_9n7indLD2DUAtDigxiYrw9,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8033,79_17_9,-999,LIBRISUSJ_fDtjdfVqKnrdzGFANuduW9,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
8034,79_17_12,-999,LIBRISUSJ_J6HYf5s9ZT47RxwA4joWGb,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8035,79_17_13,-999,LIBRISUSJ_Hff8rh4mcSRhb5qqNEUQE4,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,-999,,-999,0,
8036,79_18_1,-999,LIBRISUSJ_DSs3i5zkNoTmAUuynmj55J,LIBRISUSJ,-999,6,6.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8037,79_18_2,-999,LIBRISUSJ_KuXis4BK8hxtun4H4Mq9oP,LIBRISUSJ,-999,9,9.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
8038,79_18_3,-999,LIBRISUSJ_5B8ChhszZbTGvbVW39ydAJ,LIBRISUSJ,-999,6,6.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1935-1955
8039,79_18_4,-999,LIBRISUSJ_evR5GZqSnfWareicY4HfbG,LIBRISUSJ,-999,7,7.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8040,79_18_6,-999,LIBRISUSJ_aAb63cpcm2ZRKhkCHFAsrv,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8041,79_18_7,-999,LIBRISUSJ_XH4Eu7MCXhXbe34GrhkaPd,LIBRISUSJ,-999,7,7.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
8042,79_19_1,-999,LIBRISUSJ_oK5pVZFQWN6mP9WmcsbNoe,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
8043,79_19_2,-999,LIBRISUSJ_jbXUQMcDtNxb3uwBnN4qPw,LIBRISUSJ,-999,7,7.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
8044,79_19_4,-999,LIBRISUSJ_DvfDTsS2XRt6fwHeqmwhmq,LIBRISUSJ,-999,11,11.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
8045,79_19_6,-999,LIBRISUSJ_3LycJXB2kYbRk2sGXRTmhG,LIBRISUSJ,-999,5,5.0,Approximately 50% low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8046,79_20_1,-999,LIBRISUSJ_AQ48YYfuC8hk7REoPdU5g9,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8047,79_20_2,-999,LIBRISUSJ_EGm2BgszZUF45MtrJMTCbd,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8048,79_20_3,-999,LIBRISUSJ_mj8NRxfz7pXpHDDSKpnsxc,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8049,79_20_4,-999,LIBRISUSJ_MDJZUV9Qkf3Kz2vcD8dzvX,LIBRISUSJ,-999,5,5.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8050,79_20_5,-999,LIBRISUSJ_6VpRcJ7RENncMKrpRiW7BR,LIBRISUSJ,-999,11,11.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
8051,79_20_6,-999,LIBRISUSJ_3BtQesy6fKxCbEjUnhTCV5,LIBRISUSJ,-999,3,3.0,Approximately 50% low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8052,79_21_1,-999,LIBRISUSJ_fsAVBXrpQGd3m9xss8C9uz,LIBRISUSJ,-999,9,9.0,Majority low-income zone,-999,-999,-999,-999,1972-1990,,1972-1990,1,1972-1990
8053,79_21_2,-999,LIBRISUSJ_Mrw8Z8QsuESzRfa9tHvqcD,LIBRISUSJ,-999,6,6.0,Majority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1935-1955
8054,79_21_3,-999,LIBRISUSJ_WSyCNqGBVFy88pXBqsXb6v,LIBRISUSJ,-999,3,3.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,0,
8055,79_21_4,-999,LIBRISUSJ_7WzoVzsd8LPb8jtDqkqVz3,LIBRISUSJ,-999,4,4.0,Majority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
8056,79_21_5,-999,LIBRISUSJ_a5zGY2N4mVfzhX6FyCyLVW,LIBRISUSJ,-999,2,2.0,Majority low-income zone,-999,-999,-999,-999,pre1935,,pre1935,1,pre1935
