NID,Source,floors_no,socio_eco,label,has_image,has_tabular
UNHab_3St8WCGYEYMSfKnfT7dAw2,UNHab,8.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_ZeHNnDtP3M3EbcvkhxirKj,UNHab,7.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_gN7EPpmdcMAa8ceSovdR4p,UNHab,7.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_JK6vpXDrDHwh3EEJfeA7nN,UNHab,6.0,Majority low-income zone,1935-1955,True,True
UNHab_ZHAB4YffCWLi3cmdTkBvTx,UNHab,1.0,Majority low-income zone,1935-1955,True,True
UNHab_kKEuCCsPHvzN9RKSMv5e7Z,UNHab,7.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_P6o8iFoscVy3kmkye6gvKx,UNHab,7.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_Bcd9EzMwAQKatc9U4Qd6e2,UNHab,6.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_CybJTgzP4QJ9Aa64kiZMxA,UNHab,6.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_MKLqFPfw79YmuQAwhQeVS6,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_BGKdta8JnUHDdgLf3kB4fU,UNHab,6.0,Approximately 50% low-income zone,1972-1990,False,True
UNHab_cRKkLT9ksJhDiLuTGMBJdE,UNHab,6.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_EZ2J8wQjfoF6TAuqbtbFmh,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_Z3z8xDwcrNb86toiBJV5Qu,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_GR3bsag9BkCZhR6AR7QNnQ,UNHab,4.0,Majority low-income zone,1935-1955,True,True
UNHab_NMLQgzFEHpCpNzvh9QXJ9a,UNHab,1.0,Majority low-income zone,pre1935,True,True
UNHab_VCYy89xTZee9P7jNvvgtqk,UNHab,1.0,Majority low-income zone,1935-1955,True,True
UNHab_kDvgHzXdknAkPtVQqdABz7,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_9DeJz9r8qcE3yt7fHQCSrA,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_aNRMUDHscpi4Ks5edr738F,UNHab,5.0,Majority low-income zone,1972-1990,True,True
UNHab_SySrgvyK4kvpUamjkeWbB5,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_JANvuAqymcWQUrhkB6rmC6,UNHab,7.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_YwYAdK4niTPAYrdjyMDZcV,UNHab,6.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_KWhD6ZzuEqwEzQQ4xWnMiE,UNHab,6.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_hjZagxJjyqsZTkaktFJkkt,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_6PNze4CLGWLA8RWZuVosSc,UNHab,3.0,Majority low-income zone,1935-1955,True,True
UNHab_h5bCX84Fxi8zkBFHHoevzr,UNHab,,Majority low-income zone,1935-1955,False,False
UNHab_Tn9ceVuke5jFa3TnyiYXD4,UNHab,2.0,Majority low-income zone,1935-1955,True,True
UNHab_6qzt4zjuPxsjM2zUNDennR,UNHab,3.0,Majority low-income zone,1935-1955,True,True
UNHab_FcYMUHb5xeJPGmkmLiVA8D,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_Cv6ThMkvn3838aGqV7SxpW,UNHab,8.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_XCNLTr2uzmPHmGjxE7LMHF,UNHab,8.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_dwxJeagPXGaVZHKrZ9gJtb,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_CW4qsUfjTffQrxSDR5TLvM,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_Vw7Ym6HUEYQYGe8tP7jxFE,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_PdrWjguRZvcdehoE6LdDj6,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_4QgmymKiYS5tEhk6Uvdtxg,UNHab,6.0,Majority low-income zone,1935-1955,True,True
UNHab_VWUgyWF5PfNWwA9rQuWRKY,UNHab,8.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_UXgMJWKHEf2qJpHjMLSgtW,UNHab,8.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_bNvqzq9unMb3TjCYjCHWpw,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_YppddJ8798xmsQWp5BWmKC,UNHab,2.0,Majority low-income zone,1956-1971,False,True
UNHab_9NU2HYf7ondMebkmsF5QR8,UNHab,7.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_KNQroR9cKnRXsgmegusYeA,UNHab,7.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_ntTZp4MQ4y8GngQcvUNtZP,UNHab,2.0,Approximately 50% low-income zone,post1990,False,True
UNHab_PRBRTdXVfcCvfbkzDns9Yf,UNHab,5.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_6FDpv3t7c8oKLP3VPiiPoo,UNHab,5.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_hnuHbUacorPapGnSas6D3z,UNHab,4.0,Majority low-income zone,1935-1955,True,True
UNHab_VqrZeQdFTQW8UTZEdC4KuB,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_7aBiK3BWhahLzhc2CaiPCH,UNHab,5.0,Approximately 50% low-income zone,1972-1990,False,True
UNHab_SNkhBGMkiZNZs4uGDRnyhh,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_YKFyCmzefx4vBmt53Vwzbz,UNHab,7.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_LjitDZ824v7AN7uSo9NMRX,UNHab,7.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_XCgSuuoy7QvSjy29BrJs5V,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_Lm3eNQQ27Dsvqsivr3MEsF,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_XUXMYWaU2d2ShDgVgTVaH4,UNHab,,Majority low-income zone,1935-1955,False,False
UNHab_PtjLY3KovvC6hwJTvE75bi,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_2atFz7a4Qrddni8bPWtwQj,UNHab,3.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_G9XovkU8SXwUc2TTvkzzxN,UNHab,3.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_C3gCZsvRAeuJPPmzvgUoCH,UNHab,6.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_g7bdCxFD4zwTC5FbGTG3FB,UNHab,6.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_99KwzTLCcfMULMMUy8pbXY,UNHab,2.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_YJaebbueazRxQdWaK5EkrQ,UNHab,2.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_jzuR55XkRCVxhM7XKY4ZGm,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_NgnHyEyL7dKoXfCeVVWnb6,UNHab,1.0,Majority low-income zone,1935-1955,False,True
UNHab_c2hDRiaEHrUDHGPTuc3G5Z,UNHab,13.0,Approximately 50% low-income zone,1972-1990,True,True
UNHab_2eHBFwqy2Fg78qRHmeisSX,UNHab,13.0,Approximately 50% low-income zone,1972-1990,True,True
UNHab_Xe3FHGkbhZ56ZXS7XfXriq,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_RNVXNQHw2bfauZ93pcseCE,UNHab,4.0,Majority low-income zone,1935-1955,True,True
UNHab_mxNgah8gxrHbsaaYHVHbAK,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_PRMqzDyqzSRS2Dh4syAWg5,UNHab,1.0,Majority low-income zone,1956-1971,False,True
UNHab_ASn6oGSCtB4hypee4WJQj2,UNHab,1.0,Majority low-income zone,1956-1971,False,True
UNHab_fvy3zDgbPazczEhYKRUp73,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_dh4upUuSiKxygFwybut6jh,UNHab,,Majority low-income zone,1956-1971,True,False
UNHab_F3xymENghkuTQNLQCEVb8J,UNHab,,Majority low-income zone,post1990,False,False
UNHab_oJeLiCF6gw7tuTpLKsHxDM,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_dytRRwGumY4cBKt3ueJTbG,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_jfwk6PCJWPpw5NxBu6AXXA,UNHab,10.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_JF3eo9yAiqaxAfvDLi2u6K,UNHab,10.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_AjwpEYe2eBgtrm9GVj4SqF,UNHab,6.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_napiwAMVue67Xoa5kyKexh,UNHab,6.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_66a4HidrQPzmtW7AXCfowR,UNHab,8.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_MpXQwKX9hzLDeJGPku3iDL,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_cvrYieNZudS9ftc8wXxQDy,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_kFsKG6wtFqLLTkg5tgy3rW,UNHab,1.0,Majority low-income zone,1935-1955,True,True
UNHab_6pWBiQot7X8W7zaiLz5Voh,UNHab,,Majority low-income zone,post1990,True,False
UNHab_MDjLEyL38h6PK8jeSQQikH,UNHab,,Majority low-income zone,post1990,False,False
UNHab_KJDcVr7Zo64A2Y8vymirjm,UNHab,3.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_Amd4wddvozecjW47nCQnvG,UNHab,3.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_94kR5LhDFNNpoGuBucBaQ4,UNHab,,Majority low-income zone,1935-1955,False,False
UNHab_g4rFhWWmicHi5BFdwMPQUB,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_Ymj2faJDUZqxHRBmfW5ofB,UNHab,4.0,Majority low-income zone,1956-1971,False,True
UNHab_6MKF4beGWPRg8cLHUKz6ix,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_Jhbg5M7vj85eRitXnxKy4B,UNHab,5.0,Approximately 50% low-income zone,1935-1955,False,True
UNHab_P3rb8vkTXHj9Wnz6EWGEoX,UNHab,5.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_daECXQkqAChutR9ZcCxqS2,UNHab,4.0,Majority low-income zone,pre1935,True,True
UNHab_K7NLUJvLeLWabWqbgTdMUD,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_KQ3wRPZUa4ERGqzVwW75TW,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_oQMivm8T9Ztvg33Gv4Mfcc,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_c7Er5qrkXUdnxKjBANkutq,UNHab,8.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_nUfAJWPVY3j7LjeRuLHViT,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_gTaryoTragTQgAunWiBCre,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_fSD7Wb62PuGx6PhgJ9Vytc,UNHab,,Majority low-income zone,1972-1990,True,False
UNHab_BsZSvsEkPJSTKXJZnWwU2E,UNHab,,Majority low-income zone,1972-1990,True,False
UNHab_LQjwMJh4Fm8j9B3CWYSvxv,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_B93o3J9mZQUrPwZ8o7yMUP,UNHab,6.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_5KbyLKNEuou4hKqPPSuYP8,UNHab,1.0,Approximately 50% low-income zone,1935-1955,False,True
UNHab_HianmeYF92Gp9JvXChcuvZ,UNHab,1.0,Approximately 50% low-income zone,1935-1955,False,True
UNHab_ijy2fiS4LBN2HMDvEokSsy,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_mDBSmvSURK66GeRuuD96Dh,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_bDBCD7Hhq6GmWvxTb99afR,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_L4vrRAa8ueqK5ESws4pULx,UNHab,2.0,Majority low-income zone,1935-1955,False,True
UNHab_iYvYDfQPhu6ESiN9MVQjHn,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_L8TwqqqPkmZPVFPGS9ZrNg,UNHab,5.0,Approximately 50% low-income zone,post1990,True,True
UNHab_6SdgY6dzpkBGGvKhsg7ZZB,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_5xWRqnDNSMtqBwZYwPiHKv,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_H2GKSmgMsEjFRHvKFdvA9D,UNHab,4.0,Majority low-income zone,1935-1955,True,True
UNHab_HGhTmmVg5qNdn7cPhRueLL,UNHab,5.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_PnFGR3LqtASAephWkCRrF3,UNHab,5.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_C8uCe5N5KVHtoePDCzw5RJ,UNHab,6.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_frriGC3xz7PTjED66DxuTC,UNHab,6.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_5TjjDjYQXmHbhGA5T9YHVw,UNHab,3.0,Majority low-income zone,pre1935,True,True
UNHab_XDzj9To5bbFRq4dLRVwNV2,UNHab,,Majority low-income zone,1935-1955,False,False
UNHab_QtjPTS8SrvW3cqdfGhJriA,UNHab,2.0,Approximately 50% low-income zone,pre1935,False,True
UNHab_2sZRqwzzu8sHxa4goEiTmp,UNHab,2.0,Approximately 50% low-income zone,pre1935,False,True
UNHab_ctPoPL6g3fmaV5kZe3tK8N,UNHab,1.0,Majority low-income zone,pre1935,False,True
UNHab_KQKQeg7CiQxVHVqQmCTPNH,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_bfhirxYgSxByS9Pm5fcCio,UNHab,12.0,Approximately 50% low-income zone,post1990,True,True
UNHab_2sicnhQAgdpadMC6ocg6e4,UNHab,5.0,Approximately 50% low-income zone,post1990,True,True
UNHab_nGtu8FzGSKVZuQ7m6TTFY2,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_GsumZC6MhQLacUcVwWRuBg,UNHab,4.0,Majority low-income zone,1935-1955,True,True
UNHab_mgAwKnHAhVNR5qmgtmgPZ6,UNHab,,Majority low-income zone,1935-1955,False,False
UNHab_3biTxM95zQCbZVQP7iyzVa,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_34CVKY4V9cD3i2wZJcwNpZ,UNHab,1.0,Majority low-income zone,1956-1971,False,True
UNHab_TQbd2dmw5zTryZaeZBahH7,UNHab,7.0,Approximately 50% low-income zone,post1990,True,True
UNHab_YJefchhK9kcHETmKpehjqS,UNHab,6.0,Approximately 50% low-income zone,1972-1990,True,True
UNHab_YWCAxjDxAuP3D7xJHZWTTa,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_6H8CcaAiJvGyMPEeXEPjMv,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_83xvSKoGB6ogR2EDCAk7cA,UNHab,5.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_ev38oVYL2ecWtKDVJzyesm,UNHab,5.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_ZorXeXTXGS5QnWAtn9BPVz,UNHab,10.0,Approximately 50% low-income zone,post1990,True,True
UNHab_W5P5K66P6WRi63uHLMBMDJ,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_iBrVrtuMannV8ogoeFhRSZ,UNHab,1.0,Approximately 50% low-income zone,1935-1955,False,True
UNHab_LVQBLRJKNbcPN8MYPgChGD,UNHab,1.0,Approximately 50% low-income zone,1935-1955,False,True
UNHab_PEHD5rXQVhmsPmRtSmspHf,UNHab,18.0,Approximately 50% low-income zone,post1990,True,True
UNHab_YbDP9j5PhFwc9scf497tSZ,UNHab,5.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_n6r5sgUoxN35mYG22hr3hF,UNHab,5.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_YmERNZ6HuJsDFk3k2phxek,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_3rT6kDqDmcTjusEh62o7Py,UNHab,9.0,Approximately 50% low-income zone,post1990,True,True
UNHab_iVHjY4Zo9YSNKopJth2R8p,UNHab,9.0,Approximately 50% low-income zone,1972-1990,True,True
UNHab_S2U9a244he9byFqGiq2TUS,UNHab,1.0,Approximately 50% low-income zone,1935-1955,False,True
UNHab_7XY4VZdzEmfgQaXiex8cr3,UNHab,1.0,Approximately 50% low-income zone,1935-1955,False,True
UNHab_kmySuEYX4VzKHHSM5WApEH,UNHab,7.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_VrpVXNTvSpAj2DxhhF9MQ4,UNHab,7.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_C2SU8WtkYCG4HqTTaQaLFH,UNHab,3.0,Majority low-income zone,1935-1955,True,True
UNHab_fpMeKKUKM7iypYpygWywWk,UNHab,3.0,Majority low-income zone,1956-1971,False,True
UNHab_iCyQUmEvVaGFBu3h6rVKVM,UNHab,10.0,Approximately 50% low-income zone,post1990,True,True
UNHab_YQsqbFHmY3RUWLZvPCp7Ud,UNHab,6.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_FxDU5yzFeu95tcnAiwdG4s,UNHab,6.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_7zMthsxWcQ8ixA7DG9YrEK,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_TmVtk5vUVcDGz85y6Cfmz2,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_nVR7ykwMyGCkak7X6RaKxR,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_2wuGuZs5NCSt7EsgysyT4T,UNHab,,Majority low-income zone,1972-1990,False,False
UNHab_7seVxV6vtRDfo4f6gPVabn,UNHab,6.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_4owwwH98LZV5ZUtNcCzwBC,UNHab,6.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_AvBTwvLbVVT2gE9iU8MK8R,UNHab,6.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_YPxufsEJiWuc2StH97A3As,UNHab,1.0,Approximately 50% low-income zone,post1990,False,True
UNHab_UhpsJTgGLZxwDTBW2e2nba,UNHab,3.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_ReZiZtGn358VUND8R5PtQC,UNHab,3.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_jy2PnHbwFqdmMH2Q4F77v9,UNHab,,Majority low-income zone,1956-1971,True,False
UNHab_YCedkuz2kT5ni8LYjGQmhq,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_cjGW8ybsBDp3X4LCzqH3eE,UNHab,3.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_G9T62btf5DFgjdFdjpm6Ep,UNHab,3.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_HpMWLeWorjUG37tAj78yaD,UNHab,3.0,Majority low-income zone,1935-1955,True,True
UNHab_6Npsba4vgMwF8vEbnjAS6m,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_5NvS5RANee8UxpCaUBR76J,UNHab,,Majority low-income zone,1935-1955,True,False
UNHab_kB5CKLWs2sc9hRwmeGv2r4,UNHab,6.0,Approximately 50% low-income zone,1956-1971,True,True
UNHab_Wx6HG7249BY8ycGfzeF2Pz,UNHab,2.0,Majority low-income zone,1956-1971,False,True
UNHab_nVWwJTuGW9Rps2A3MTQtNZ,UNHab,3.0,Approximately 50% low-income zone,pre1935,False,True
UNHab_B2nwSaTBZFewDuw5RLRbJb,UNHab,3.0,Approximately 50% low-income zone,pre1935,False,True
UNHab_EwNVfjgXnwhqurfQX8tp9k,UNHab,1.0,Majority low-income zone,1935-1955,True,True
UNHab_EsnxKJ9MxpAaydejAeWPof,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_53MmCBYQCPLGM9cVnAbGoE,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_AJHEAP8Wmv6C43gQHcRmrc,UNHab,1.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_8QEry7ei7XvJB2rBJkKvtN,UNHab,5.0,Approximately 50% low-income zone,1935-1955,True,True
UNHab_e9tMvs8PpDFrNAicwSetfo,UNHab,5.0,Approximately 50% low-income zone,1956-1971,False,True
UNHab_dmQX8iuLD8zu6wZHqjWWKo,UNHab,3.0,Majority low-income zone,1935-1955,True,True
UNHab_PerHbyvXv3Ku9m4D8aoBPM,UNHab,,Majority low-income zone,1956-1971,False,False
UNHab_7tyt5fHFNBxFtqiojp8gKP,UNHab,1.0,Majority low-income zone,1935-1955,True,True
UNESCO_FfCcfX9bBBVyKqX4Y4uMDv,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_8PFZ53ZeeJK2TVHb5ZUirK,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_esPUhneE6F96HRyHZDkZXp,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_XwhyLCMKGrNNUBNavGK5Qo,UNESCO,5.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_ktkZpTfgaQEuVnof8R89QG,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_erLiZBzVcFRkBt74823Uj7,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_3JUj2nM83aTvDBhBn3MSkJ,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_3mwjJUZkuDByzkca6jhPfF,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_MYXgz36UCVHcsoSNVVXjK4,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_K5ta59gy24Qdkxk5e5Y54q,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_TsbrYDSVcq4xVehY24oJTx,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_fKAhGhGt3KrzSX5eDGJA5y,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_iiiJ2FFtWJyPdWiDV8FLjY,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_LuC2meD4wYHuqDhky696jf,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_AxXRdNWoN5g3CFdnmpYmTq,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_7S2Sthw5DAZ4dgwPgjgqGw,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_eCyMGxbEmAqaX3HubKWC2Q,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_7nKhqziJxQB39if86vNizy,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_fuPij2JmLAr9ekss5s2uZU,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_CrdoR5hVYiAnDgbvDXXHEW,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_WkkizDY33bAWRSurSFdjSY,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_UiE3td3KEhPNvifJxE2rjA,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_2MN95BDm7Zf7VuwUwfJbu3,UNESCO,5.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_9ezG6TALw7CbzLEZKAHPec,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_ETm82z67snLHq5vLjxaXCp,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_WBhkkgNrdJpZSB5sXJknuw,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_8CtZ6N6XAi2BwpXF9KFmLb,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_eKYY7GK7wses3FU5gm2Dmw,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_nKtqPKR2CGdyk9wsZgZESw,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_HPJU4k42ngKF2KbDgUpwZ7,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_HMvDWRpMcQMJQmTGiGnKHP,UNESCO,5.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_LbxfUYScKg59cyzzTrgMYJ,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_km6g5TbhS95EQ3hQwiwXQp,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_4PH7YEAMakqYWgZqDWnsdT,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_EAPmkkXWXZEg7CpduJscED,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_KfcMNX8MNcTknaYZ2V8qLv,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_4moPhdKZ85sWQXaXUv4Cd2,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_Z7iBsKcP8GSdrgBugzCfys,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_HEtF3CtV3KbHsVDSSHuBoq,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_E4hhYcgM3AaNo9qaXDwJ94,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_XKBhk8ZoN9mFEZY7tMTWu3,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_Vt3JJwmXvnMPnuVneXjjoK,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_nAA8uba9mKqSegBx2dp5D7,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_eVVXFNAX2ayCZe8NTbrcDT,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_jWWq8XoanzvbkT82p3XhhZ,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_YBNRRX6JehCJWfeL6iodoM,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_5Nsdbf5egZV8LyTg9HHUSE,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_8eLxkQ5aXqdZz3uGrJ3hFm,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_fgQYyURqDFEP6DuxfvCKqj,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_ZH5epxcmCtAU4tAVtXZi5r,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_Kgf3z37UCqcg6c5Z5Wf6pp,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_gFrF7RQogXQPYNBn2HF5bh,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_2hk3odMhk86yiQ64qiMzeQ,UNESCO,3.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_F9BLjk72osaqR7xTRLpwdL,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_BjhRpGRbApNXqpAvoQw55Z,UNESCO,2.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_L7PoAxPTQzzdpmv873vWhk,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_ffcAQubb3HUCc8ofqnkcfA,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
UNESCO_iDcwCfhwhAutpXqPwYYMmU,UNESCO,4.0,Approximately 50% low-income zone,pre1935,True,True
