NID,Source,floors_no,socio_eco,label,has_image,has_tabular,in_dataset_1,in_dataset_2,split,is_augmented,is_undersampled
OEA_adDpucpsBoAocXANzhsY8r_augment,OEA,4.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
UNHab_chyfHmZfTEH8pgLxccKirm_augment,UNHab,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
HamraCol_QrjrpeZL9FyDHLGaYRmRfE_augment,HamraCol,3.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
HamraCol_d2NswSAM6irVeXzHDPFG8j_augment,HamraCol,1.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
HamraCol_bDC3n3m3bijz6JNSG9wt24_augment,HamraCol,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
HamraCol_Rt7eHu6NCjzkVcGMW6FuBP_augment,HamraCol,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
HamraCol_hunEr4YfGQKKtg48pHaLDS_augment,HamraCol,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
HamraCol_ZMZs6XYTXVmwpynhMDJbC9_augment,HamraCol,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
HamraCol_U2NcKrsAVM8Thm5ApG9WZq_augment,HamraCol,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
HamraCol_GmGoobwmWCzhAKviRYjA9N_augment,HamraCol,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
HamraCol_6mCBPk7G8cmaXwX5TQZ6aT_augment,HamraCol,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
HamraCol_CgCfFAqSwJBwYU72gCKvUx_augment,HamraCol,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
JOUNIEH_TuEmRcaNrwUPSsYGG2VSiN_augment,JOUNIEH,,,pre1935,True,False,False,True,train,True,False
JOUNIEH_kxfREEXsx4g75BSkrBo5Za_augment,JOUNIEH,,,pre1935,True,False,False,True,train,True,False
JOUNIEH_5yM73REjvpBxuxEDMJhkpN_augment,JOUNIEH,,,pre1935,True,False,False,True,train,True,False
JOUNIEH_AT7KNdP8mfP2Mg4w94hmbh_augment,JOUNIEH,,,pre1935,True,False,False,True,train,True,False
JOUNIEH_9wgDLMve2uz2Mq4WzJn9PJ_augment,JOUNIEH,,,pre1935,True,False,False,True,train,True,False
JOUNIEH_7EfycDCTKeP6sHswyeTmuZ_augment,JOUNIEH,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
JOUNIEH_hzfmNJJ7JoD2DDMWyXcyT2_augment,JOUNIEH,,,pre1935,True,False,False,True,train,True,False
JOUNIEH_nyds8attyvANrPXDjNH8wC_augment,JOUNIEH,,,pre1935,True,False,False,True,train,True,False
JOUNIEH_LmvVJMdcczhDWjPpxYYUkg_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_QrpeGaLw63ABCeH8KuX4JS_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_2udbw6bj8pzjs84zN7nkRn_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_AsHKVdDFvs4ppt89vvqyUg_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_Kupnc35ohNx5HFM7SSvQeB_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_DeArkwmHsBJGknr3PRv7ko_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_7rtSoCuz6ocdYHq6Q4Ha4P_augment,JOUNIEH,,,pre1935,True,False,False,True,train,True,False
JOUNIEH_mjUzGuvnwL3NWqW6WSGP6L_augment,JOUNIEH,,Minority low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_6izjpRkyfhcHvgL7FwA3m4_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
OEA_Q9SorZi2ZBgZp3qN5tZmpH_augment,OEA,2.0,Minority low-income zone,pre1935,True,True,True,True,train,True,False
JOUNIEH_HZwKaiDikdZBkHo5WuMt2Z_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_gPyno76hqkZ6BdhFMDj3Bu_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_8U7MBukmhyxoQAgmWmfS8r_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_RVo8gEksnxqEiqva3UiyJU_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
OEA_ZyJdhECeaTGunzWpwndxHw_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_WSV9U3yN8hw5NvupYHxWLF_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
JOUNIEH_2j2LaeLkuTCMEZZco2tjfB_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_VGMGt4sBEFtxbkaB3GF9Si_augment,JOUNIEH,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_Q8mzsfM69UMzKwLZZHcUgc_augment,JOUNIEH,,Not low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_BgJ5TVcur5QxTKjYjPrceF_augment,JOUNIEH,,Not low-income zone,pre1935,True,False,False,True,train,True,False
JOUNIEH_9JMtQxaZh6MAP9d5eVBrzU_augment,JOUNIEH,,Not low-income zone,pre1935,True,False,False,True,train,True,False
OEA_moAA5WbRAmUdZeLTbq6M5R_augment,OEA,1.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
JOUNIEH_LHRCUodsP9oA3agfCoguFz_augment,JOUNIEH,,Minority low-income zone,pre1935,True,False,False,True,train,True,False
LIBRIS_4X5DxGoNW9aGn7mUW6FzWk_augment,LIBRIS,3.0,Minority low-income zone,pre1935,True,True,True,True,train,True,False
LIBRIS_dkitWnsn2kjjjDQz6jbnVM_augment,LIBRIS,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_k2b3W9LP5o8LeHSFFSxkMW_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_UTwfo7i94dAQLgxoBM9LYF_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_jD9JmAjapyFtjzyQi84pqm_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_7rCf2wjjECTftsZAxPFgDJ_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_ZqDVyUZ3oZP8MBDoHeKyrJ_augment,OEA,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_gKkgHdehAZkxjfznZQE6ig_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_geQ4v7rVkeq9bRWKj3i9ph_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_8GA9rSu2s4AZEEqa2iELFY_augment,OEA,3.0,Not low-income zone,pre1935,False,True,False,False,train,True,False
OEA_bKaew24d5MeCqFowAYnEHR_augment,OEA,3.0,Not low-income zone,pre1935,False,True,False,False,train,True,False
OEA_5k2kbFMdVYuxifXXGmVDF3_augment,OEA,3.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_Co2Wvrc3PasywZrqyfDRJM_augment,OEA,2.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_Cgkzt4pCKmTqJ2YTNeKnux_augment,OEA,4.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_hpbxKAAkHJzNqkEWMuw5rk_augment,OEA,3.0,Minority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_N33tRmyzVgyomCM8e2Aiyt_augment,OEA,1.0,Minority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_GSMQRGAZEyQNEdz8QiFfPY_augment,OEA,6.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_eyjPfUGBfcBuUTj4sfPTyi_augment,OEA,3.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_32xeQd4fZdUFZE7SPRhgsh_augment,OEA,1.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_LWehLAMF5WEzNrYZFDJ4ud_augment,OEA,2.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_KB9U5JB36Bbdyf8znVZooU_augment,OEA,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
OEA_kQ42HdRzsvtRiPuFx5nGY2_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_664Ty4U6JjWt5RtzowHaji_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_7VGSVuPWVGamJv4xoBJZAi_augment,OEA,2.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_FLJMVQHgXj4Xx9H76DaCrp_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_EYrB4WB3eM9kPqcMLD3KFd_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_Pppk4nGa8m48U4AX8Kzb6R_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_AjZDrAdnEpawvzkaWbijji_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_kkM4VcCaa4sdB9w6MhxAvx_augment,OEA,1.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_WCirTeEQhdu3mb4EJoP65U_augment,OEA,1.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_7zKJid2RuAmKvM6nQqqJQK_augment,OEA,1.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_cJWcNcXViqneX2KXGpgs2A_augment,OEA,1.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_NZ8TqbNjNZt7ohtgr3Q4ci_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_ckr5eQAH5kX7LTfj2JUd9Y_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_PuxFDcLzTr7tXNMKWkTiNP_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_3HKNpiNAiLvPh7snovtrET_augment,OEA,1.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_cUewHzSVVQvaogPPiUM2iS_augment,OEA,2.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_TwkUFQMykaBPmx569wwLSu_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_bF6uimnyZEYS4XDK3WFd6j_augment,OEA,1.0,Not low-income zone,pre1935,False,True,False,False,train,True,False
OEA_B9MGqWQ3kjy9Yrnk32Cmw7_augment,OEA,1.0,Minority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_cbt6LBvnXDTnYGddjyYFBK_augment,OEA,1.0,Not low-income zone,pre1935,False,True,False,False,train,True,False
OEA_n2zZ9jDqNwVJMNMfmy4yQY_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_aDn8ZF2jL3FafV3agxNfyf_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_GMDcyjQhUZto94AsXzGE8a_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_ecsJoXkiFwXUfDMamYQmRc_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_by8cUHZqC2ZGTBamSJYfJo_augment,OEA,3.0,Not low-income zone,pre1935,False,True,False,False,train,True,False
OEA_T5BjUdKSG9gcCCFqFzgi4A_augment,OEA,3.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_DdM4JTvKoC2KNbBzCmsPSJ_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_63BJjzppqt45yaYGimcBTN_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_N6qB5r7ykbaEzjU9r2i5px_augment,OEA,3.0,Not low-income zone,pre1935,False,True,False,False,train,True,False
OEA_4JU8K8hSYyVsp3o4d4cCrc_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_aRMfPDdtX3Xc8VDDZcgf8o_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_6RSwF9SHFwikQYMpBX83iz_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_J7sDGhhSvcHC45v8WL6LAh_augment,OEA,3.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_SqJbUxusSEHZ3p4riTp4uK_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_JnUZGTv8Q7b2WxQ5f84EWS_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_KNf28VwD7TeQ3bHHEaavA3_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_eHE2wNLLZLdhN2EGiXq4wU_augment,OEA,4.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_3dkVHieM8boszEw6p9Nc97_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_gSckrxTV8fhiQhfbFLGKvV_augment,OEA,4.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_V7nG3K8NErm4m6am9PMtfz_augment,OEA,4.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_6A6TVjKjPWHwHTUojy23XN_augment,OEA,4.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_ebkYnbSXRR4e5yEQdzEyH3_augment,OEA,1.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_4CtFQtFqfoV3SxN42Kqa4N_augment,OEA,2.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_HKJcNKVzrxhrnqin4kZ392_augment,OEA,3.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_ZTdM3xn2ZE3AZ9BQvLiWF8_augment,OEA,3.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_5fpPkxRdZBTgsvFcSn9Ggh_augment,OEA,1.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_7gAoZbqLMa8YSPcxQgssM4_augment,OEA,1.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_eR8hrGaCa4FhnGfutnQBbT_augment,OEA,2.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_8DJp9Vjra5cZgCHnCPbuT3_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_JKBRXuT2QeBY88iK6SSFeX_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_Za6rMxQbEad2dsJMCM6R5x_augment,OEA,1.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_gyoXgKHuJ4HZC3UiRgmqCY_augment,OEA,2.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_SEPxtC8ecWnnsEYPw27JE9_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_5nzkugVEuFxmGHUgnBBRgJ_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_aNJd5eUiKc3w9zgRoSjCwe_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_MfF35AcrEavKhyQcTy38oK_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_RdCrCRbXGwZPJsEt9ULq69_augment,OEA,,,pre1935,True,False,False,True,train,True,False
OEA_D5HrAsbSMiK4j5nHknNSbn_augment,OEA,3.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_fekFWZrMvFg88aZxfvx9Qc_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_MemSzBUHMu55iAmC4Pm9Dj_augment,OEA,3.0,Not low-income zone,pre1935,False,True,False,False,train,True,False
OEA_FevFttiZeyPLuDiESsob57_augment,OEA,2.0,Minority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_M6sY2UZpuoZBqyrNqZcDNq_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_bS2zNKyZRcS5dikWRt7zsS_augment,OEA,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_kgsTJyiBhBu2Mq5hDLHCFW_augment,OEA,,Approximately 50% low-income zone,pre1935,False,False,False,False,train,True,False
OEA_BjcQzyA9nHHDXiHusGjcJc_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_TSowmXKqCVeGia9MLkMdXY_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_AkpfWvdankxuvtKuBhsWma_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_gbhbeK7L4sLzSebK5Ns9vT_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_VfwSSAaiij7cgmrRKiNZmr_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_PhGcnNhQGUYGpSkPDdkYmq_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_L2k9eaQzV2ujMthvvKbXay_augment,OEA,,Approximately 50% low-income zone,pre1935,True,False,False,True,train,True,False
OEA_2Gwbux2RL95d6pfugZExvt_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_PDpPDeHCsQvApohQytvHxq_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_CRYvRgMLUdB8jQxJGFTLbM_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_PNBcvdtbp5Me3r6pvJGhKx_augment,OEA,1.0,,pre1935,False,False,False,False,train,True,False
OEA_VCPpxAkAddRsDaqjypoPpv_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_agg8JLQ9YJdMf3DSJ4HdEN_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_Hk8hFhGvRj7n9PDCwPk9Ug_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_iJghGDtze4HctfR97CajMw_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_GhcZns5gCJq2cRTbpeKLhx_augment,OEA,3.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_Fq9zPVwocA53iGnHkV6LKW_augment,OEA,2.0,Not low-income zone,pre1935,False,True,False,False,train,True,False
OEA_JiRNHeckX5n9BJwruE9Eqg_augment,OEA,2.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_3sXSTxRtovx5mzDg5AFcx5_augment,OEA,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_GimPmotVFefoCFUqAAhUUM_augment,OEA,2.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_KabvENG5miv9tCTvDEXfQZ_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_E7C9EFKPRJh3iKZ2gv9YN9_augment,OEA,2.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_5Rynv9RqRVQLH3R66rYKTp_augment,OEA,1.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_LFjpdgVKEjc7q8tytc5g3R_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_JESAmBpPVQwZ7s8nqNqxAm_augment,OEA,2.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_LwRGXLPLTzK9brxX8rMpXt_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_2HGxbFggtu26v3pnuEznAA_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_JvpCDibEJfcVuegWXDhwPr_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_KGksZHyErSnvjecRAWc5kb_augment,OEA,2.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_TxYBQFpS34qq2KoJUZJTLX_augment,OEA,1.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_EkKWXYFHNm2cKP8SS6o3ZA_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_cf95NVcrWxUvsctdiLcHKy_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_FPBETE2zKFjCgTpk9R8Frr_augment,OEA,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_95CmZQcQQxAxVHUVQjs59Z_augment,OEA,4.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_QMaj5t3skPnw9fvvoAmy3H_augment,OEA,2.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_CJKwyRXjgqkTtpGRBCSbNy_augment,OEA,,Not low-income zone,pre1935,False,False,False,False,train,True,False
OEA_H6BMhokXyteS6rBVw8Xrkn_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_bLPaXaA92eub6Zkwi8kyGL_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_ccEM7Pmy37Rpxw8Q2cTYYi_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_BzgQXBN7jTQWYbGNFDYJru_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_mpi57bt5MKFB8R5FATLzX6_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_DyRDD5HMj3AGTWhp5XLSvY_augment,OEA,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_9pkeYdhUHaBY5gX6BVAi3Y_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_7H3uQqKDwYVLpDUwqPLbTA_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_YoyGwFvzytz32xDotoNw6p_augment,OEA,3.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_GSou2BFwfZaU6QDiM9Cov8_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_43hPxEEJAkeCdx69hsDjv4_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_aiHW3zzBk9gRwMjPCYRMZn_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_5FRZCNpqsso9HBpV4Boykf_augment,OEA,2.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_KTTHyoBFEbp9A4QTjsdgjr_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_A4G8uh5QGtXRpK2CPmJYvN_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_e3LpAT5cj9TEa5cXEsj3iF_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_aJLRunv4mbefcif3VnuNGX_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_5GQVrAzXstbQ3MMUfvR9GX_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_SHdD2js3UAdkbabbcErw6D_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_Ju3RCTfM2en2aSeNoaU3W3_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_hZnRsR52uVazf3M6iw8Fy3_augment,OEA,2.0,Minority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_W2KZ6L3gh7ZXui2UQRuSgm_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_o6eqghq7H22fTej8zmeXrF_augment,OEA,3.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_oEdWMRUUtT7sTWvHt5j9cs_augment,OEA,3.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_jx3UbW2aPpLvQP6WPmjZm2_augment,OEA,1.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_TcmBfK4CMyYv8NsWYXmDKj_augment,OEA,1.0,Not low-income zone,pre1935,True,True,True,True,train,True,False
OEA_k7phtCjuE76ftN3xjJPeHa_augment,OEA,2.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_3www4r7cv8WDJ8P4cQ9dpJ_augment,OEA,2.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
OEA_fzepMcYPPQXTuTAm4jCjjJ_augment,OEA,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_Bz6q4h3REzKTSfX3n7uHCi_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_5CKXhWMxvRazD3ci7oKus3_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_PkTfHgjxTGmdoeP8NN5otF_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_PFDktstyTWJwajmFVYKLDL_augment,OEA,5.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_nDpkToe3AbKtX42ki8Lhew_augment,OEA,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_Q4Z6xE5pczDdfxwNtfi8x8_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_ScAyA5sVZ85erTyt93QTcq_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_HmbzdJK44WSwc3bQLGJGkT_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_kTeT9q8tQp2Y8MDWXqR9C8_augment,OEA,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,True,False
OEA_GXSUubxc7CLr2dFDFStkNH_augment,OEA,1.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,True,False
OEA_BKGLkRUhwVAQfKMibHAJD4_augment,OEA,3.0,Majority low-income zone,pre1935,False,True,False,False,train,True,False
OEA_BCatZFk6kHxQykPxf7AMJf_augment,OEA,3.0,Majority low-income zone,pre1935,True,True,True,True,train,True,False
